міндетінен	міндет:ROOT/і:MORPH/нен:MORPH
қарекет	қарекет:ROOT
ықпал	ықпал:ROOT
тұтпай	тұт:ROOT/па:MORPH/й:MORPH
осы	осы:ROOT
ұмтылысы	ұмты:ROOT/лыс:MORPH/ы:MORPH
кетеді	кетеді:ROOT
да	да:ROOT
Симпозиумға	Симпозиум:ROOT/ға:MORPH
идеяға	идея:ROOT/ға:MORPH
екіге	екі:ROOT/ге:MORPH
әпсана	әпсана:ROOT
осы	осы:ROOT
идеясы	идея:ROOT/сы:MORPH
шеңберінен	шеңбер:ROOT/і:MORPH/нен:MORPH
кемеліне	кемел:ROOT/і:MORPH/не:MORPH
дүрбімен	дүрбі:ROOT/мен:MORPH
ойшылды	ой:ROOT/шыл:MORPH/ды:MORPH
тартылысты	тарт:ROOT/ылыс:MORPH/ты:MORPH
Локк	Локк:ROOT
ешқандай	ешқандай:ROOT
білмейді	біл:ROOT/ме:MORPH/й:MORPH/ді:MORPH
Осы	Осы:ROOT
артық	артық:ROOT
Симпозиумда	Симпозиум:ROOT/да:MORPH
Автор	Автор:ROOT
жарып	жар:ROOT/ып:MORPH
неге	неге:ROOT
жолы	жол:ROOT/ы:MORPH
Сіз	Сіз:ROOT
ортақ	ортақ:ROOT
ерекшелік	ерекше:ROOT/лік:MORPH
ілімі	ілім:ROOT/і:MORPH
теориясының	теория:ROOT/сы:MORPH/ның:MORPH
Алайда	Алайда:ROOT
Кедейліктің	Кедей:ROOT/лік:MORPH/тің:MORPH
сондай	сон:ROOT/дай:MORPH
Платон	Платон:ROOT
болғанымыз	бол:ROOT/ған:MORPH/ы:MORPH/мыз:MORPH
мінсіздігін	мін:ROOT/сіз:MORPH/діг:MORPH/і:MORPH/н:MORPH
әлемде	әлем:ROOT/де:MORPH
рух	рух:ROOT
бастауы	баста:ROOT/у:MORPH/ы:MORPH
тек	тек:ROOT
айтып	айт:ROOT/ып:MORPH
һәм	һәм:ROOT
бағытталған	бағыт:ROOT/тал:MORPH/ған:MORPH
мойындамай	мойын:ROOT/да:MORPH/ма:MORPH/й:MORPH
болады	бол:ROOT/а:MORPH/ды:MORPH
жоқ	жоқ:ROOT
мемлекетті	мемлекет:ROOT/ті:MORPH
Осы	Осы:ROOT
оны	о:ROOT/ны:MORPH
түседі	түс:ROOT/е:MORPH/ді:MORPH
Аугустин	Аугустин:ROOT
тіпті	тіпті:ROOT
сияқты	сияқты:ROOT
мысалы	мысал:ROOT/ы:MORPH
билікке	билік:ROOT/ке:MORPH
азанқазан	азанқазан:ROOT
немесе	немесе:ROOT
бірақ	бірақ:ROOT
шынымен	шын:ROOT/ы:MORPH/мен:MORPH
тойдуманға	тойдуман:ROOT/ға:MORPH
кейінгі	кейін:ROOT/гі:MORPH
қате	қате:ROOT
қосып	қос:ROOT/ып:MORPH
пікірлерден	пікір:ROOT/лер:MORPH/ден:MORPH
қадам	қадам:ROOT
табатын	таб:ROOT/атын:MORPH
артық	артық:ROOT
ой	ой:ROOT
басқару	басқар:ROOT/у:MORPH
сипаты	сипат:ROOT/ы:MORPH
қайшылықты	қайшы:ROOT/лық:MORPH/ты:MORPH
жылы	жыл:ROOT/ы:MORPH
өмір	өмір:ROOT
ол	ол:ROOT
қызметінен	қызмет:ROOT/і:MORPH/нен:MORPH
көзқарастарын	көз:ROOT/қарас:MORPH/тар:MORPH/ын:MORPH
Әңгімеге	Әңгіме:ROOT/ге:MORPH
Осы	Осы:ROOT
пікірталас	пікір:ROOT/талас:MORPH
эстетика	эстетика:ROOT
беру	бер:ROOT/у:MORPH
Алкивиад	Алкивиад:ROOT
ал	ал:ROOT
астатөк	астатөк:ROOT
оның	о:ROOT/ның:MORPH
кітап	кітап:ROOT
кез	кез:ROOT
метафоралық	метафора:ROOT/лық:MORPH
шаһары	шаһар:ROOT/ы:MORPH
түсіндіргеннен	түсін:ROOT/дір:MORPH/ген:MORPH/нен:MORPH
біз	біз:ROOT
Бастапқыда	Баста:ROOT/п:MORPH/қы:MORPH/да:MORPH
келісе	келіс:ROOT/е:MORPH
Француз	Француз:ROOT
алғаны	ал:ROOT/ған:MORPH/ы:MORPH
тарихы	тарих:ROOT/ы:MORPH
барынша	барын:ROOT/ша:MORPH
материал	материал:ROOT
сөйлегісі	сөйле:ROOT/гі:MORPH/сі:MORPH
жаратылыс	жарат:ROOT/ылыс:MORPH
шешімді	шешім:ROOT/ді:MORPH
аңғал	аңғал:ROOT
әкейге	әкей:ROOT/ге:MORPH
бастарына	бас:ROOT/тар:MORPH/ы:MORPH/на:MORPH
Томас	Томас:ROOT
ұлы	ұлы:ROOT
Әйтсе	Әйт:ROOT/се:MORPH
атқаны	ат:ROOT/қан:MORPH/ы:MORPH
үшін	үшін:ROOT
күннің	күн:ROOT/нің:MORPH
бейбітшілікке	бейбіт:ROOT/ші:MORPH/лік:MORPH/ке:MORPH
Лейбниц	Лейбниц:ROOT
Махаббат	Махаббат:ROOT
де	де:ROOT
жанрларында	жанр:ROOT/лар:MORPH/ы:MORPH/н:MORPH/да:MORPH
мәнері	мәнер:ROOT/і:MORPH
мен	мен:ROOT
Декарт	Декарт:ROOT
Осы	Осы:ROOT
білдірудегі	біл:ROOT/дір:MORPH/у:MORPH/де:MORPH/гі:MORPH
Әпсанада	Әпсана:ROOT/да:MORPH
бақытқа	бақыт:ROOT/қа:MORPH
қызметтері	қызмет:ROOT/тер:MORPH/і:MORPH
пайдалануға	пайда:ROOT/лан:MORPH/у:MORPH/ға:MORPH
ішкі	іш:ROOT/кі:MORPH
қайғылы	қайғы:ROOT/лы:MORPH
философ	философ:ROOT
өзі	өз:ROOT/і:MORPH
шықпаған	шық:ROOT/па:MORPH/ған:MORPH
оларды	о:ROOT/лар:MORPH/ды:MORPH
сай	сай:ROOT
иландыруға	илан:ROOT/дыр:MORPH/у:MORPH/ға:MORPH
бірбіріне	бірбір:ROOT/і:MORPH/не:MORPH
философиядан	философия:ROOT/дан:MORPH
ғана	ғана:ROOT
адам	адам:ROOT
дәріс	дәріс:ROOT
болып	бол:ROOT/ып:MORPH
бұл	бұл:ROOT
түйсікке	түйсік:ROOT/ке:MORPH
дейін	дейін:ROOT
Сократ	Сократ:ROOT
дастарқандас	дастарқан:ROOT/дас:MORPH
біліміміздің	біл:ROOT/ім:MORPH/і:MORPH/міз:MORPH/дің:MORPH
ғана	ғана:ROOT
жайында	жай:ROOT/ы:MORPH/н:MORPH/да:MORPH
өзі	өз:ROOT/і:MORPH
деңгейінде	деңгей:ROOT/і:MORPH/н:MORPH/де:MORPH
Аристофанның	Аристофан:ROOT/ның:MORPH
және	және:ROOT
сөз	сөз:ROOT
соң	соң:ROOT
бұл	бұл:ROOT
ғана	ғана:ROOT
құралы	құрал:ROOT/ы:MORPH
эмпирикалық	эмпирика:ROOT/лық:MORPH
гүлдестесімен	гүл:ROOT/дес:MORPH/тес:MORPH/і:MORPH/мен:MORPH
топшылайды	топшыла:ROOT/й:MORPH/ды:MORPH
оралып	орал:ROOT/ып:MORPH
өзара	өз:ROOT/ара:MORPH
үстірттеу	үстірт:ROOT/теу:MORPH
тән	тән:ROOT
қарсы	қарсы:ROOT
философ	философ:ROOT
лебізі	лебіз:ROOT/і:MORPH
өмір	өмір:ROOT
қоятын	қо:ROOT/ятын:MORPH
физик	физик:ROOT
оқырмандарын	оқ:ROOT/ыр:MORPH/ман:MORPH/дар:MORPH/ын:MORPH
екеуі	еке:ROOT/у:MORPH/і:MORPH
асқан	ас:ROOT/қан:MORPH
тырнақалды	тырнақ:ROOT/ал:MORPH/ды:MORPH
атпен	ат:ROOT/пен:MORPH
бұл	бұл:ROOT
азықтүлікпен	азықтүлік:ROOT/пен:MORPH
алды	ал:ROOT/ды:MORPH
бірбеткей	бір:ROOT/бет:MORPH/кей:MORPH
дәуірде	дәуір:ROOT/де:MORPH
жылғы	жыл:ROOT/ғы:MORPH
Локк	Локк:ROOT
шынайы	шынай:ROOT/ы:MORPH
Олардың	Олар:ROOT/дың:MORPH
затын	зат:ROOT/ы:MORPH/н:MORPH
еңбектің	еңбек:ROOT/тің:MORPH
баяндайды	баян:ROOT/да:MORPH/й:MORPH/ды:MORPH
Оның	О:ROOT/ның:MORPH
салмақ	салмақ:ROOT
іш	іш:ROOT
қайта	қайт:ROOT/а:MORPH
іздеудің	ізде:ROOT/у:MORPH/дің:MORPH
ережелерін	ереже:ROOT/лер:MORPH/і:MORPH/н:MORPH
жылы	жылы:ROOT
жанның	жан:ROOT/ның:MORPH
француз	француз:ROOT
ретінде	рет:ROOT/і:MORPH/н:MORPH/де:MORPH
тұтады	тұт:ROOT/а:MORPH/ды:MORPH
диалогтарында	диалог:ROOT/тар:MORPH/ы:MORPH/нда:MORPH
кейін	кейін:ROOT
ол	ол:ROOT
Корольге	Король:ROOT/ге:MORPH
Көңілді	Көңіл:ROOT/ді:MORPH
ажалсыз	ажал:ROOT/сыз:MORPH
Басқа	Басқа:ROOT
Платонның	Платон:ROOT/ның:MORPH
шығармалар	шығ:ROOT/ар:MORPH/ма:MORPH/лар:MORPH
басым	басым:ROOT
мүмкіндік	мүмкін:ROOT/дік:MORPH
түсіндіретін	түсін:ROOT/дір:MORPH/етін:MORPH
оның	о:ROOT/ның:MORPH
сұйық	сұйық:ROOT
ұмтылған	ұмт:ROOT/ыл:MORPH/ған:MORPH
сүйіспеншілікпен	сүй:ROOT/іс:MORPH/пен:MORPH/шілік:MORPH/пен:MORPH
аз	аз:ROOT
тану	тан:ROOT/у:MORPH
оның	о:ROOT/ның:MORPH
арасында	ара:ROOT/сы:MORPH/н:MORPH/да:MORPH
Келесі	Келесі:ROOT
меңгерген	мең:ROOT/гер:MORPH/ген:MORPH
адамдарға	адам:ROOT/дар:MORPH/ға:MORPH
философ	философ:ROOT
туралы	туралы:ROOT
софист	софист:ROOT
қарамақайшылықтың	қарамақайшы:ROOT/лық:MORPH/тың:MORPH
ғана	ғана:ROOT
сәйкес	сәйкес:ROOT
Локк	Локк:ROOT
деп	деп:ROOT
дейін	дейін:ROOT
береді	бер:ROOT/е:MORPH/ді:MORPH
Фрэнсис	Фрэнсис:ROOT
Зевстің	Зевс:ROOT/тің:MORPH
санайды	сана:ROOT/й:MORPH/ды:MORPH
алтыншы	алт:ROOT/ыншы:MORPH
мен	мен:ROOT
тыңдаушыларды	тың:ROOT/да:MORPH/у:MORPH/шы:MORPH/лар:MORPH/ды:MORPH
босатады	боса:ROOT/т:MORPH/а:MORPH/ды:MORPH
де	де:ROOT
игерген	игер:ROOT/ген:MORPH
махаббат	махаббат:ROOT
де	де:ROOT
оқытылатын	оқыт:ROOT/ыл:MORPH/атын:MORPH
Алайда	Алайда:ROOT
билік	би:ROOT/лік:MORPH
дерті	дерт:ROOT/і:MORPH
біз	біз:ROOT
мен	мен:ROOT
Диотима	Диотима:ROOT
Олай	Олай:ROOT
екі	екі:ROOT
бар	бар:ROOT
әрқилы	әрқил:ROOT/ы:MORPH
айтады	айт:ROOT/а:MORPH/ды:MORPH
айтуынша	айт:ROOT/у:MORPH/ы:MORPH/н:MORPH/ша:MORPH
туралы	туралы:ROOT
философиялық	философия:ROOT/лық:MORPH
гөрі	гөрі:ROOT
ғана	ғана:ROOT
болған	бол:ROOT/ған:MORPH
ең	ең:ROOT
құралы	құрал:ROOT/ы:MORPH
Ол	Ол:ROOT
өмірін	өмір:ROOT/і:MORPH/н:MORPH
ғашық	ғашық:ROOT
Сұхбаттасушыларға	Сұхбат:ROOT/тас:MORPH/у:MORPH/шы:MORPH/лар:MORPH/ға:MORPH
саяси	саяс:ROOT/и:MORPH
махаббаты	махаббат:ROOT/ы:MORPH
Құдайларды	Құдай:ROOT/лар:MORPH/ды:MORPH
тәжірибелер	тәжірибе:ROOT/лер:MORPH
тақырыптарды	тақырып:ROOT/тар:MORPH/ды:MORPH
сұхбатқа	сұхбат:ROOT/қа:MORPH
өміріне	өмір:ROOT/і:MORPH/не:MORPH
теориясын	теория:ROOT/сы:MORPH/н:MORPH
өзге	өз:ROOT/ге:MORPH
түсіп	түс:ROOT/іп:MORPH
Дегенмен	Деген:ROOT/мен:MORPH
байыпты	байып:ROOT/ты:MORPH
жол	жол:ROOT
Платонның	Платон:ROOT/ның:MORPH
пікірталасты	пікір:ROOT/талас:MORPH/ты:MORPH
бедерленген	бедер:ROOT/лен:MORPH/ген:MORPH
кіршіксіз	кір:ROOT/шік:MORPH/сіз:MORPH
себепкер	себеп:ROOT/кер:MORPH
түйінін	түйін:ROOT/ін:MORPH
сөйлейді	сөйле:ROOT/й:MORPH/ді:MORPH
геометрия	геометрия:ROOT
терминді	термин:ROOT/ді:MORPH
туралы	туралы:ROOT
Диоген	Диоген:ROOT
Кенеттен	Кенет:ROOT/тен:MORPH
ноталардың	нота:ROOT/лар:MORPH/дың:MORPH
және	және:ROOT
ету	ет:ROOT/у:MORPH
махаббаттың	махаббат:ROOT/тың:MORPH
шығармасының	шығ:ROOT/ар:MORPH/ма:MORPH/сы:MORPH/ның:MORPH
мәнін	мән:ROOT/і:MORPH/н:MORPH
өңделіп	өң:ROOT/де:MORPH/л:MORPH/іп:MORPH
Осы	Осы:ROOT
Сонымен	Со:ROOT/ны:MORPH/мен:MORPH
логикасымен	логика:ROOT/сы:MORPH/мен:MORPH
заттану	заттану:ROOT
иелерін	ие:ROOT/лер:MORPH/ін:MORPH
суверенге	суверен:ROOT/ге:MORPH
Бұл	Бұл:ROOT
жүйелі	жүйе:ROOT/лі:MORPH
Агафонмен	Агафон:ROOT/мен:MORPH
түйінді	түй:ROOT/ін:MORPH/ді:MORPH
шешен	шешен:ROOT
мәнермен	мәнер:ROOT/мен:MORPH
көне	көне:ROOT
көрсетеді	көр:ROOT/се:MORPH/т:MORPH/е:MORPH/ді:MORPH
кейінгі	кейін:ROOT/гі:MORPH
тиіс	тиіс:ROOT
тарауымен	тарау:ROOT/ы:MORPH/мен:MORPH
тұрақсыздық	тұр:ROOT/ақ:MORPH/сыз:MORPH/дық:MORPH
яғни	яғни:ROOT
мұра	мұра:ROOT
бұл	бұл:ROOT
Осы	Осы:ROOT
тиек	тиек:ROOT
оларға	о:ROOT/лар:MORPH/ға:MORPH
еді	е:ROOT/ді:MORPH
философ	философ:ROOT
деп	деп:ROOT
Алкивиад	Алкивиад:ROOT
азаматтық	азамат:ROOT/тық:MORPH
ақиқат	ақиқат:ROOT
Никола	Никола:ROOT
жылы	жыл:ROOT/ы:MORPH
Мерсенн	Мерсенн:ROOT
қысымымен	қысым:ROOT/ы:MORPH/мен:MORPH
платондық	платон:ROOT/дық:MORPH
мен	мен:ROOT
Алғашқы	Алғаш:ROOT/қы:MORPH
жарық	жарық:ROOT
кез	кез:ROOT
көрінеді	көрін:ROOT/е:MORPH/ді:MORPH
осы	осы:ROOT
бір	бір:ROOT
өмір	өмір:ROOT
Эшлиді	Эшли:ROOT/ді:MORPH
үшін	үшін:ROOT
жасаған	жаса:ROOT/ған:MORPH
тұрғыдан	тұр:ROOT/ғы:MORPH/дан:MORPH
ізгіліктерге	ізгілік:ROOT/тер:MORPH/ге:MORPH
өмірі	өмір:ROOT/і:MORPH
бармайды	бар:ROOT/ма:MORPH/й:MORPH/ды:MORPH
заңға	заң:ROOT/ға:MORPH
қалмайды	қал:ROOT/ма:MORPH/й:MORPH/ды:MORPH
өзіне	өз:ROOT/і:MORPH/не:MORPH
еріксіз	ерік:ROOT/сіз:MORPH
Керісінше	Керісін:ROOT/ше:MORPH
шыққан	шық:ROOT/қан:MORPH
философияға	философия:ROOT/ға:MORPH
одан	о:ROOT/дан:MORPH
басым	басым:ROOT
емес	е:ROOT/ме:MORPH/с:MORPH
мәселе	мәселе:ROOT
тарата	тарат:ROOT/а:MORPH
Платон	Платон:ROOT
да	да:ROOT
жасай	жаса:ROOT/й:MORPH
жетуге	жет:ROOT/у:MORPH/ге:MORPH
анықтау	анық:ROOT/та:MORPH/у:MORPH
махаббаттың	махаббат:ROOT/тың:MORPH
игіліктердің	игі:ROOT/лік:MORPH/тер:MORPH/дің:MORPH
тұтастығын	тұтас:ROOT/тығ:MORPH/ы:MORPH/н:MORPH
құдайлардың	құдай:ROOT/лар:MORPH/дың:MORPH
жасалған	жаса:ROOT/л:MORPH/ған:MORPH
әсерлі	әсер:ROOT/лі:MORPH
екенін	е:ROOT/кен:MORPH/і:MORPH/н:MORPH
алдымен	алды:ROOT/мен:MORPH
баяндауы	баян:ROOT/да:MORPH/у:MORPH/ы:MORPH
әлдекімді	әлде:ROOT/кім:MORPH/ді:MORPH
қозғалыстың	қозғалыс:ROOT/тың:MORPH
танытады	таны:ROOT/т:MORPH/а:MORPH/ды:MORPH
қозғайды	қозға:ROOT/й:MORPH/ды:MORPH
ды	ды:ROOT
ұлы	ұлы:ROOT
туралы	туралы:ROOT
кімдерге	кім:ROOT/дер:MORPH/ге:MORPH
туралы	туралы:ROOT
үйрену	үйрен:ROOT/у:MORPH
елігу	еліг:ROOT/у:MORPH
иелері	ие:ROOT/лер:MORPH/і:MORPH
философ	философ:ROOT
және	және:ROOT
мұрасындағы	мұра:ROOT/сын:MORPH/да:MORPH/ғы:MORPH
атуға	ат:ROOT/у:MORPH/ға:MORPH
трагедиясының	трагедия:ROOT/сы:MORPH/ның:MORPH
оның	о:ROOT/ның:MORPH
тағы	тағы:ROOT
жақындау	жақын:ROOT/да:MORPH/у:MORPH
жүйеде	жүйе:ROOT/де:MORPH
айналысады	айналыс:ROOT/а:MORPH/ды:MORPH
Анығында	Анығ:ROOT/ы:MORPH/н:MORPH/да:MORPH
арасындағы	ара:ROOT/сы:MORPH/н:MORPH/да:MORPH/ғы:MORPH
көрінеді	көр:ROOT/ін:MORPH/е:MORPH/ді:MORPH
Ол	Ол:ROOT
та	та:ROOT
жасайды	жаса:ROOT/й:MORPH/ды:MORPH
бастайды	баста:ROOT/й:MORPH/ды:MORPH
шындығында	шын:ROOT/дығ:MORPH/ы:MORPH/н:MORPH/да:MORPH
Мен	Мен:ROOT
айтпаған	айт:ROOT/па:MORPH/ған:MORPH
жалықтыратын	жалық:ROOT/тыр:MORPH/атын:MORPH
мадақ	мадақ:ROOT
жетуге	жет:ROOT/у:MORPH/ге:MORPH
омонимиясы	омонимия:ROOT/сы:MORPH
мән	мән:ROOT
сенуге	сен:ROOT/у:MORPH/ге:MORPH
ахуал	ахуал:ROOT
алдымен	алд:ROOT/ы:MORPH/мен:MORPH
ол	ол:ROOT
баяндалған	баян:ROOT/да:MORPH/л:MORPH/ған:MORPH
Симпозиумнан	Симпозиум:ROOT/нан:MORPH
Ол	Ол:ROOT
қарсы	қарсы:ROOT
жеткізгенді	жет:ROOT/кіз:MORPH/ген:MORPH/ді:MORPH
да	да:ROOT
Диалектика	Диалектика:ROOT
тұтанды	тұтан:ROOT/ды:MORPH
бірқатар	бірқатар:ROOT
күйреуіне	күйре:ROOT/у:MORPH/і:MORPH/не:MORPH
күрделі	күрде:ROOT/лі:MORPH
соңында	соң:ROOT/ы:MORPH/нда:MORPH
адамның	адам:ROOT/ның:MORPH
жасамыс	жасамыс:ROOT
Мальбранш	Мальбранш:ROOT
келіп	кел:ROOT/іп:MORPH
жүйелейді	жүйе:ROOT/ле:MORPH/й:MORPH/ді:MORPH
билік	би:ROOT/лік:MORPH
танысты	таныс:ROOT/ты:MORPH
салатын	сал:ROOT/атын:MORPH
сұрақтың	сұрақ:ROOT/тың:MORPH
ЖЛ	ЖЛ:ROOT
философия	философия:ROOT
оның	о:ROOT/ның:MORPH
Философиямен	Философия:ROOT/мен:MORPH
анасының	ана:ROOT/сы:MORPH/ның:MORPH
жоғары	жоғары:ROOT
пойэсис	пойэсис:ROOT
аз	аз:ROOT
Диалектика	Диалектика:ROOT
барып	бар:ROOT/ып:MORPH
қожайынның	қожайын:ROOT/ның:MORPH
бөлшектердің	бөлшек:ROOT/тер:MORPH/дің:MORPH
еңбек	еңбек:ROOT
мен	мен:ROOT
айтатын	айт:ROOT/атын:MORPH
құбылмалы	құбыл:ROOT/малы:MORPH
санада	сана:ROOT/да:MORPH
Алкие	Алкие:ROOT
болды	бол:ROOT/ды:MORPH
көзқарасын	көз:ROOT/қарас:MORPH/ын:MORPH
Ол	Ол:ROOT
кейін	кейін:ROOT
дәлелдерді	дәлел:ROOT/дер:MORPH/ді:MORPH
деп	де:ROOT/п:MORPH
де	де:ROOT
үшін	үшін:ROOT
авторы	автор:ROOT/ы:MORPH
және	және:ROOT
бір	бір:ROOT
қатаң	қатаң:ROOT
өздеріне	өз:ROOT/дер:MORPH/і:MORPH/не:MORPH
Диоптрикада	Диоптрика:ROOT/да:MORPH
философтардан	философ:ROOT/тар:MORPH/дан:MORPH
да	да:ROOT
барысында	барыс:ROOT/ы:MORPH/н:MORPH/да:MORPH
орыннан	орын:ROOT/нан:MORPH
